movieId,tag
5034,Ghost
5064,Dumas
5064,revenge
5114,movie business
5120,In Netflix queue
5135,India
5139,baseball
5213,religion
5224,In Netflix queue
5238,In Netflix queue
5266,crime
5291,In Netflix queue
5291,samurai
5294,religion
5304,In Netflix queue
5316,World War II
5349,superhero
5353,blind
5377,Nick Hornby
5379,anti-Semitism
5379,Judaism
5398,boxing
5404,books
5445,future
5446,Australia
5450,sisterhood
5450,women
5451,disability
5451,mental illness
5470,Oscar Wilde
5475,In Netflix queue
5483,movie business
5498,In Netflix queue
5502,aliens
5505,adultery
5505,younger men
5527,AS Byatt
5527,books
5528,photography
5528,psychopaths
5548,homeless
5577,adolescence
5601,Animal movie
5603,crime
5603,heist
5618,anime
5629,Bible
5630,Hannibal Lecter
5633,bombs
5644,baseball
5644,Lou Gehrig
5669,violence in america
5673,pudding
5682,Holocaust
5685,Girl Power
5690,made me cry
5690,orphans
5747,World War I
5791,art
5792,dating
5802,teenagers
5812,salute to Douglas Sirk
5816,Magic
5816,Wizards
5820,music business
5875,short films
5876,Graham Greene
5878,coma
5899,Africa
5952,Tolkein
5954,crime
5954,nightclub
5971,anime
5989,crime
5991,court
5991,jazz
5991,murder
5994,Dickens
5995,Holocaust
6002,drugs
6002,planes
6002,widows/widowers
6003,television
6016,crime
6016,photography
6016,violence
6020,class
6027,In Netflix queue
6031,motherhood
6031,race
6041,In Netflix queue
6063,doll
6090,ghosts
6101,Chile
6101,politics
6101,South America
6104,spoof
6156,England
6159,adolescence
6163,obsession
6170,horses
6178,blind
6178,blindness
6178,race
6181,Civil War
6181,Stephen Crane
6183,Day and Hudson
6183,sexuality
6195,books
6195,Stones of Summer
6197,mental illness
6201,England
6216,World War II
6218,soccer
6228,In Netflix queue
6232,animal movie
6232,lions
6235,Holocaust
6235,World War II
6238,immigrants
6242,television
6244,In Netflix queue
6245,prostitution
6254,screwball
6268,adolescence
6269,Big Brothers
6273,L.A.
6281,crime
6286,amnesia
6288,gangs
6289,Titanic
6291,prostitution
6296,mockumentary
6297,children
6299,birds
6305,Ray Bradbury
6308,lawyers
6327,1970s
6327,movies
6331,spelling bee
6333,Jean Grey
6333,Magneto
6333,Rogue
6333,superhero
6333,Wolverine
6334,teachers
6337,gambling
6339,trains
6341,art
6350,anime
6367,retro
6368,movies
6373,religion
6375,In Netflix queue
6375,They Might Be Giants
6377,Disney
6377,fish
6378,heist
6380,child abuse
6385,Girl Power
6390,Ninotchka remake
6400,crime
6407,Olympics
6407,Tokyo
6422,Civil War
6440,movie business
6452,In Netflix queue
6454,Nazis
6466,In Netflix queue
6502,zombies
6515,fugitive
6516,In Netflix queue
6535,politics
6536,swashbuckler
6539,swashbuckler
6545,Dodie Smith
6547,flood
6552,immigration
6565,horses
6579,Japan
6591,religion
6592,marriage
6603,Othello
6609,Bible
6620,cancer
6636,road trip
6639,blindness
6650,family
6650,multiple roles
6650,murder
6660,ballet
6662,Clousseau
6667,FBI
6669,terminal illness
6708,con men
6708,fatherhood
6710,vertriloquism
6711,Japan
6713,In Netflix queue
6724,In Netflix queue
6732,matchmaker
6744,vampire
6753,Animal movie
6768,religion
6770,adultery
6770,terminal illness
6773,biking
6776,India
6785,Lonesome Polecat
6786,In Netflix queue
6787,journalism
6787,Watergate
6788,pregnancy
6791,Food
6807,british comedy
6810,domestic violence
6820,werewolf
6832,amnesia
6852,black and white
6852,Capote
6852,crime
6852,death penalty
6852,murder
6856,biopic
6863,school
6867,trains
6870,child abuse
6870,kidnapping
6874,martial arts
6874,revenge
6881,Thanksgiving
6890,adolescence
6890,violence in america
6909,transplants
6912,Rita Hayworth can dance!
6918,India
6932,journalism
6936,christmas
6944,remake
6944,wedding
6948,music business
6948,rap
6963,Amish
6970,Hepburn and Tracy
6979,Cold War
6981,religion
6984,Dickens
6985,saint
6993,family
7013,good and evil
7018,court
7018,Scott Turow
7023,In Netflix queue
7025,In Netflix queue
7049,Astaire and Rogers
7050,Astaire and Rogers
7053,Astaire and Rogers
7055,Astaire and Rogers
7059,horses
7061,terminal illness
7062,birds
7062,prison
7069,In Netflix queue
7069,Shakespeare
7070,cattle drive
7071,In Netflix queue
7073,Clousseau
7079,disability
7086,George Bernard Shaw
7087,E.M. Forster
7088,In Netflix queue
7090,martial arts
7091,Marx brothers
7121,Hepburn and Tracy
7132,Marx brothers
7132,opera
7139,immigrants
7141,In Netflix queue
7156,Vietnam
7158,real estate
7160,serial killer
7162,Civil War
7190,Charlotte Bronte
7212,cross dressing
7212,men in drag
7217,amnesia
7218,In Netflix queue
7219,truckers
7234,circus
7256,mountain climbing
7285,adolescence
7301,priest
7301,religion
7318,religion
7323,Cold War
7361,memory
7371,Grace
7382,adolescence
7382,crime
7438,revenge
7440,Holocaust
7451,High School
7479,World War II
7493,multiple personalities
7572,cancer
7584,Hepburn and Tracy
7584,marriage
7614,Rogers and Hammerstein
7618,biopic
7618,In Netflix queue
7619,blindness
7619,deaf
7646,Stephen King
7649,space station
7700,In Netflix queue
7705,Hepburn and Tracy
7705,sports
7713,sexuality
7714,King Arthur
7728,adultery
7748,In Netflix queue
7766,MacBeth
7789,terrorism
7831,Nick and Nora Charles
7832,Nick and Nora Charles
7833,Nick and Nora Charles
7834,Nick and Nora Charles
7835,Nick and Nora Charles
7924,In Netflix queue
7926,In Netflix queue
7932,Amtrak
7932,Homeless
7932,independent
7932,New York
7932,Sundance award winner
7934,psychology
7981,police
7983,show business
8011,politics
8014,In Netflix queue
8019,remade
8033,In Netflix queue
8094,In Netflix queue
8153,Van Gogh
8167,swashbuckler
8183,In Netflix queue
8188,Not available from Netflix
8190,In Netflix queue
8191,Anne Boleyn
8197,In Netflix queue
8207,assassination
8228,heist
8235,Clock
8266,Prince
8275,In Netflix queue
8337,military
8338,convent
8338,religion
8341,Dickens
8360,ogres
8366,pregnancy
8366,religion
8368,Magic
8368,Wizards
8375,politics
8376,high school
8379,In Netflix queue
8382,death
8424,divorce
8446,World War II
8463,deafness
8464,food
8464,McDonalds
8507,circus
8530,Ireland
8580,fairy tales
8580,In Netflix queue
8607,In Netflix queue
8609,In Netflix queue
8622,politics
8622,terrorism
8636,Doc Ock
8638,generation X
8645,drugs
8645,immigrants
8695,court
8714,Cole Porter
8754,Oscar (Best Actress)
8784,psychology
8796,Rome
8809,Australia
8827,Stand Up
8838,In Netflix queue
8874,zombies
8875,alcoholism
8875,marriage
8879,Agatha Christie
8879,Oscar (Best Supporting Actress)
8879,train
8880,disability
8914,time travel
8920,Oscar (Best Actress)
8938,parenthood
8938,psychology
8943,stage
8949,wine
8951,abortion
8958,biopic
8961,Disney
8961,superhero
8970,Peter Pan
8979,Hearst
8983,martial arts
8998,In Netflix queue
9018,journalism
25753,gold
25825,revenge
25841,show business
25865,In Netflix queue
25886,made me cry
25940,mirrors
25952,In Netflix queue
26131,In Netflix queue
26151,donkey
26242,In Netflix queue
26662,anime
26776,In Netflix queue
27731,In Netflix queue
27741,In Netflix queue
27790,religion
27790,saints
27820,Animal movie
27820,camels
27834,fatherhood
27838,revenge
27878,India
27882,surfing
30707,boxing
30749,genocide
30793,roald dahl
30812,biopic
30812,Howard Hughes
30812,movie business
30820,child abuse
30822,busniess
30850,Shakespeare
31030,motherhood
31437,orphans
31658,06 Oscar Nominated Best Movie - Animation
31903,marriage
31923,In Netflix queue
32582,birds
32582,parrots
32584,fatherhood
33154,business
33154,money
33154,scandal
33166,racism
33493,space
33493,space opera
33660,boxing
34271,hip hop
34359,pregnancy
34405,Firefly
34437,In Netflix queue
34528,pregnancy
34542,Animal movie
34542,bears
35015,Animal movie
35015,In Netflix queue
36517,Africa
36517,business
36517,politics
36527,mathematics
36535,In Netflix queue
37240,In Netflix queue
37733,In Netflix queue
37736,Dickens
37741,Truman Capote
38038,06 Oscar Nominated Best Movie - Animation
38038,Aardman
38886,divorce
39234,courtroom drama
39234,In Netflix queue
39292,In Netflix queue
39292,journalism
39292,McCarthy hearings
39292,Morrow
40583,In Netflix queue
40629,In Netflix queue
40815,Magic
40815,Wizards
40819,Johnny Cash
41566,C.S. Lewis
41997,In Netflix queue
42002,In Netflix queue
42740,In Netflix queue
32,Brad Pitt
32,Bruce Willis
32,mindfuck
34,villain nonexistent or not needed for good story
104,Adam Sandler
216,Adam Sandler
216,stop looking at me swan
318,Morgan Freeman
541,androids
541,artificial intelligence
541,atmospheric
593,disturbing
593,drama
593,gothic
593,psychology
733,Michael Bay
733,terrorism
750,black comedy
750,dark comedy
750,satire
832,GIVE ME BACK MY SON!
832,It was melodramatic and kind of dumb
832,Mel Gibson
903,Alfred Hitchcock
903,Atmospheric
903,imdb top 250
903,James Stewart
904,imdb top 250
904,James Stewart
904,mystery
904,photographer
908,Alfred Hitchcock
908,imdb top 250
922,eerie
922,movie business
1196,classic
1196,George Lucas
1222,anti-war
1274,animation
1274,anime
1274,visually stunning
2393,cameo:Whoopi Goldberg
2393,space opera
2393,Star Trek
2694,Adam Sandler
2706,best comedy
2706,Chris Klein
2706,dumb
2706,Jason Biggs
2706,not funny
2761,animation
3000,adventure
3000,atmospheric
3000,fantasy world
3000,Studio Ghibli
3527,aliens
3527,Arnold Schwarzenegger
3994,atmospheric
3994,comics
3994,father-son relationship
3994,mindfuck
4454,claymation
4454,creativity
4454,dystopia
4454,free to download
4454,imagination
4725,mental hospital
4725,psychology
4725,suspense
4725,Well Done
5459,crappy sequel
5459,first was much better
5459,sequel
7439,comic book
8783,Atmospheric
8783,good soundtrack
8783,M. Night Shyamalan
8961,animation
8961,Samuel L. Jackson
41569,big budget
42422,love
45499,Halle Berry
45499,Hugh Jackman
45730,bad
45730,disappointing
45730,faerie tale
45730,fairy tale
45730,far fetched
47610,costume drama
47610,Edward Norton
47610,magic
47610,Paul Giamatti
52885,dreamlike
53468,zombies
54503,friendship
54503,high school
54503,Michael Cera
54503,nerds
54503,self discovery
55167,anime
56174,alone in the world
56174,apocalypse
56174,based on a book
56174,last man on earth
56174,plot holes
56367,Michael Cera
56367,notable soundtrack
56367,pregnancy
56367,teenage pregnancy
56367,witty
57669,black comedy
57669,Colin Farrell
57669,dark comedy
57669,drugs
57669,friendship
59141,movies about movies
60069,last man on earth
60069,love story
60069,Post apocalyptic
60069,social commentary
61323,Brad Pitt
61323,Coen Bros
61323,Coen Brothers
61323,dark comedy
62336,2D animation
62336,cult film
62336,stylish
62336,surreal
66934,joss whedon
66934,Nathan Fillion
66934,Neil Patrick Harris
66934,parody
67087,Andy Samberg
67087,bromance
67087,bromantic
67087,comedy
67087,Jaime Pressly
68237,2001-like
68237,Sci-fi
68237,solitude
68319,bad plot
68319,comic book
68319,hugh jackman
68319,Ryan Reynolds
68358,future
68358,lack of development
68358,lack of story
68358,quick cuts
68358,sci-fi
68791,artificial intelligence
68791,bad acting
68791,bad plot
68791,bad script
68791,Christian Bale
68945,Recap
69526,bad plot
69526,Michael Bay
69526,needed more autobots
69526,plot holes
69526,ridiculous
69757,artistic
69757,Funny
69757,humorous
69757,inspiring
69757,intelligent
70286,intelligent sci-fi
72224,bad humor
72998,bad science
72998,futuristic
72998,graphic design
72998,James Cameron
72998,military
79702,geeky
79702,Michael Cera
79702,stylized
79702,video games
82242,male nudity
82461,action choreography
82461,Horrid characterisation
82461,Poor plot development
82461,sequel
82461,soundtrack
112552,passion
112552,psychological
112552,suspense
112552,jazz
112552,music
80834,adventure
80834,animation
80834,fantasy
6787,Deep Throat
3039,Dan Aykroyd
60516,enjoyable
356,bubba gump shrimp
356,lieutenant dan
356,stupid is as stupid does
527,based on a true story
527,biography
1721,romance
2329,edward norton
2329,emotional
2329,politics
2571,philosophy
2571,post apocalyptic
3949,depressing
3949,psychology
5989,cheating
5989,intelligent
5989,Leonardo DiCaprio
5989,lies
8533,memory loss
8533,romance
8533,sad
55765,corruption
55765,Denzel Washington
55765,mafia
55765,organized crime
58295,heist
58295,robbery
58295,small time criminals
69122,casino
69122,comedy
69122,funny
69122,hotel
69122,Las Vegas
69481,war
80489,crime
80489,FBI
80489,romance
80489,too much love interest
80906,business
80906,corruption
80906,economics
80906,investor corruption
80906,politics
89745,Captain America
89745,silly
89745,superhero
89745,superhero team
90439,bank
90439,big corporations
90439,business
90439,corruption
90439,financial crisis
92259,emotional
92259,sexuality
95067,interesting scenario
95441,crude humor
97304,cia
97304,politics
97304,Thrilling
104218,Adam Sandler
104841,cliche characters
104841,long shots
104841,predictable
104841,Simple
104841,slow action
105504,hostage
105504,ocean
105504,suspense
106782,Stock Market
106782,Wall Street
1,fun
101,off-beat comedy
101,quirky
308,cynical
1203,claustrophobic
1203,confrontational
1203,earnest
1203,good dialogue
1237,atmospheric
1237,cerebral
1237,existentialism
1260,atmospheric
1260,chilly
1260,creepy
1260,menacing
1653,intelligent
1653,thought-provoking
1704,heartwarming
1704,inspirational
1916,avant-garde romantic comedy
1916,elegiac
1916,melancholy
1916,quirky
1916,wry
2138,atmospheric
2138,beautiful
2324,bittersweet
2324,emotional
2324,Heartwarming
2324,poignant
2731,emotional
2731,gentle
2731,heartwarming
2731,lyrical
2731,reflective
3134,downbeat
3134,poignant
3266,black comedy
3266,crazy
3266,dark
3266,dark comedy
3266,dark humor
3424,great cinematography
3671,dark humor
3671,easygoing
3671,silly
3676,art house
3676,Atmospheric
3676,creepy
3676,cryptic
4144,atmospheric
4144,Beautiful
4144,bittersweet
4144,dreamy
4144,elegant
4552,"""artsy"""
4552,atmospheric
4552,gritty
4552,hallucinatory
4552,surreal
5673,anger
5673,awkward
5673,bittersweet
5673,hallucinatory
5690,beautiful
5690,downbeat
5690,grim
6214,dark
6214,disturbing
6291,Depressing
6291,melancholy
6291,sad
6377,heartwarming
6669,meditative
6669,philosophical
6669,poignant
6669,purposefulness
6818,atmospheric
6818,bleak
6818,disturbing
6818,gritty
6818,harsh
7024,bleak
7024,confrontational
7024,disturbing
7024,harsh
7024,haunting
8335,heartbreaking
8477,post-apocalyptic
25771,mindfuck
25771,surreal
25771,surrealism
26717,boring
26717,psychedelic
26717,symbolic
27773,bizarre
27773,claustrophobic
27773,depressing
27773,disturbing
27773,hallucinatory
30810,heartwarming
30810,off-beat comedy
30810,quirky
30810,trippy
30810,visually appealing
40491,depression
45880,cinematography
45880,lyrical
48394,atmospheric
48394,bittersweet
48394,visually appealing
48780,atmospheric
48780,enigmatic
50872,clever
50872,inspirational
56782,atmospheric
56782,cerebral
56782,character study
56782,gritty
56782,intense
57502,abstract
57502,dark
57502,psychedelic
57502,surreal
58301,dark
58301,dark humor
58301,intelligent
58301,thought-provoking
58559,dark
58559,gritty
63062,emotional
71899,bittersweet
71899,black comedy
71899,character study
71899,dark comedy
71899,friendship
74791,surreal
74791,whimsical
80463,good dialogue
80463,loneliness
80463,witty
89745,fun
94959,quirky
95558,Beautiful
95558,emotional
95558,poetic
96079,beautiful cinematography
96079,beautifully filmed
96079,cinematography
99764,moving
99764,philosopical
99764,surreal
99764,weird
99917,artistic
99917,artsy
99917,atmospheric
99917,Beautiful
99917,dreamlike
104875,quirky
104944,emotional
104944,feel-good
104944,heartwarming
104944,mental illness
104944,touching
105504,suspense
105504,tense
106766,atmospheric
106766,cinematography
106766,depressing
106766,funny
107406,fatalistic
108932,cheeky
108932,clever
108932,colorful
108932,feel-good
108932,fun
112421,adorable
112421,black comedy
112421,Eccentric
112421,introspection
112421,mental illness
112852,funny
112852,Great Visuals
112852,humorous
112852,unlikely hero
113705,bittersweet
114627,atmospheric
114627,bizzare
114627,eerie
114627,symbolism
116797,inspirational
116797,intelligent
117877,philosophical
117877,trippy
117887,heartwarming
119145,slick
122882,beautiful
122882,cinematography
122882,visually appealing
122916,awesome
122916,humor
122916,quirky
122916,unconventional
122916,white guilt
122918,fun
122922,visually appealing
127298,depressing
127298,understated
134130,smart
134170,funny
134170,ridiculous
134170,silly
138036,slick
138036,stylish
139385,cinematography
139644,atmospheric
139644,tension
140174,moving
140174,touching
141890,Moving
143367,contemplative
143367,philosophical
143367,thought-provoking
143367,tragic
148626,funny
148626,interesting
148626,Witty
148881,Existential
148881,surreal
152077,creepy
152077,suspense
153070,nightmare
155288,suspense
155288,thought-provoking
156605,quirky
156605,sweet
156605,understated
161634,intense
164179,beautiful visuals
164179,Cerebral
164179,cinematography
164179,good cinematography
164179,smart
164909,Bittersweet
164909,visually appealing
167746,funny
167746,heartwarming
168252,dark
168252,emotional
168252,gritty
168252,heartbreaking
168252,predictible plot
170945,paranoia
170945,Suspenseful
174055,brilliant
174055,inspiring
174055,tense
176371,atmospheric
176371,beautiful
176371,cinematography
176371,dark
176371,dreamlike
176419,allegorical
176419,uncomfortable
176419,unsettling
180031,atmospheric
180031,dreamlike
180985,bad music
248,bad
248,Sinbad
413,Comedy
540,bad
707,bad
836,seen at the cinema
1441,Not Seen
1779,good
1801,seen more than once
2116,classic
2431,bad
2662,classic
2951,bad
4015,bad
4343,really bad
4343,Seann William Scott
4446,sci-fi
4448,boring
5064,remake
5254,Great movie
5254,Wesley Snipes
6157,bad
6157,Ben Affleck
6373,classic
35836,BEST PICTURE
35836,classic
35836,hilarious
35836,steve carell
52712,HORRIBLE ACTING
52712,interesting
293,Action
293,assassin
924,aliens
924,apes
924,Arthur C. Clarke
1732,black comedy
1732,bowling
1732,classic
1732,coen brothers
273,gothic
1357,music
1948,British
5694,70mm
6107,World War II
7382,for katie
7936,austere
3265,gun fu
3265,heroic bloodshed
