Unnamed: 0,movieId,popularidade,title,genres
1015,3798,25,What Lies Beneath (2000),Drama|Horror|Mystery
1016,2366,25,King Kong (1933),Action|Adventure|Fantasy|Horror
1017,4823,25,Serendipity (2001),Comedy|Romance
1018,27706,25,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
1019,8983,25,House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance
1020,1378,25,Young Guns (1988),Action|Comedy|Western
1021,3438,25,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi
1022,51935,25,Shooter (2007),Action|Drama|Thriller
1023,2186,25,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
1024,374,25,Richie Rich (1994),Children|Comedy
1025,1086,25,Dial M for Murder (1954),Crime|Mystery|Thriller
1026,86882,25,Midnight in Paris (2011),Comedy|Fantasy|Romance
1027,2020,25,Dangerous Liaisons (1988),Drama|Romance
1028,3534,25,28 Days (2000),Drama
1029,475,25,In the Name of the Father (1993),Drama
1030,1590,25,Event Horizon (1997),Horror|Sci-Fi|Thriller
1031,168252,25,Logan (2017),Action|Sci-Fi
1032,2986,25,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller
1033,1801,25,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama
1034,67255,25,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",Crime|Drama|Mystery|Thriller
1035,2352,25,"Big Chill, The (1983)",Comedy|Drama
1036,3462,25,Modern Times (1936),Comedy|Drama|Romance
1037,1253,25,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller
1038,106489,25,"Hobbit: The Desolation of Smaug, The (2013)",Adventure|Fantasy|IMAX
1039,2872,25,Excalibur (1981),Adventure|Fantasy
1040,5617,25,Secretary (2002),Comedy|Drama|Romance
1041,6953,25,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller
1042,46530,25,Superman Returns (2006),Action|Adventure|Sci-Fi|IMAX
1043,1025,25,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical
1044,54997,25,3:10 to Yuma (2007),Action|Crime|Drama|Western
1045,53953,25,1408 (2007),Drama|Horror|Thriller
1046,1680,25,Sliding Doors (1998),Drama|Romance
1047,3005,25,"Bone Collector, The (1999)",Thriller
1048,2394,25,"Prince of Egypt, The (1998)",Animation|Musical
1049,106920,25,Her (2013),Drama|Romance|Sci-Fi
1050,2371,24,Fletch (1985),Comedy|Crime|Mystery
1051,81847,24,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX
1052,3098,24,"Natural, The (1984)",Drama
1053,56775,24,National Treasure: Book of Secrets (2007),Action|Adventure
1054,926,24,All About Eve (1950),Drama
1055,2993,24,Thunderball (1965),Action|Adventure|Thriller
1056,1438,24,Dante's Peak (1997),Action|Thriller
1057,531,24,"Secret Garden, The (1993)",Children|Drama
1058,87869,24,Horrible Bosses (2011),Comedy|Crime
1059,86880,24,Pirates of the Caribbean: On Stranger Tides (2011),Action|Adventure|Fantasy|IMAX
1060,1711,24,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery
1061,515,24,"Remains of the Day, The (1993)",Drama|Romance
1062,7173,24,Along Came Polly (2004),Comedy|Romance
1063,1449,24,Waiting for Guffman (1996),Comedy
1064,2410,24,Rocky III (1982),Action|Drama
1065,1357,24,Shine (1996),Drama|Romance
1066,215,24,Before Sunrise (1995),Drama|Romance
1067,2369,24,Desperately Seeking Susan (1985),Comedy|Drama|Romance
1068,5507,24,xXx (2002),Action|Crime|Thriller
1069,230,24,Dolores Claiborne (1995),Drama|Thriller
1070,5110,24,Super Troopers (2001),Comedy|Crime|Mystery
1071,5103,24,"Sandlot, The (1993)",Children|Comedy|Drama
1072,1037,24,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller
1073,4489,24,Coming to America (1988),Comedy|Romance
1074,1031,24,Bedknobs and Broomsticks (1971),Adventure|Children|Musical
1075,6593,24,Freaky Friday (2003),Children|Comedy|Fantasy
1076,1385,24,Under Siege (1992),Action|Drama|Thriller
1077,66934,24,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi
1078,3704,24,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi
1079,2046,24,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
1080,1212,24,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
1081,1883,24,Bulworth (1998),Comedy|Drama|Romance
1082,1125,24,"Return of the Pink Panther, The (1975)",Comedy|Crime
1083,6350,24,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi
1084,3037,24,Little Big Man (1970),Western
1085,3979,24,Little Nicky (2000),Comedy
1086,49286,24,"Holiday, The (2006)",Comedy|Romance
1087,2687,24,Tarzan (1999),Adventure|Animation|Children|Drama
1088,1945,24,On the Waterfront (1954),Crime|Drama
1089,2528,24,Logan's Run (1976),Action|Adventure|Sci-Fi
1090,2108,24,L.A. Story (1991),Comedy|Romance
1091,7454,24,Van Helsing (2004),Action|Adventure|Fantasy|Horror
1092,2471,24,Crocodile Dundee II (1988),Action|Adventure|Comedy
1093,3087,24,Scrooged (1988),Comedy|Fantasy|Romance
1094,307,24,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
1095,4023,23,"Family Man, The (2000)",Comedy|Drama|Romance
1096,1186,23,"Sex, Lies, and Videotape (1989)",Drama
1097,933,23,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
1098,81932,23,"Fighter, The (2010)",Drama
1099,1256,23,Duck Soup (1933),Comedy|Musical|War
1100,7323,23,"Good bye, Lenin! (2003)",Comedy|Drama
1101,1409,23,Michael (1996),Comedy|Drama|Fantasy|Romance
1102,4235,23,Amores Perros (Love's a Bitch) (2000),Drama|Thriller
1103,799,23,"Frighteners, The (1996)",Comedy|Horror|Thriller
1104,8371,23,"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller
1105,105,23,"Bridges of Madison County, The (1995)",Drama|Romance
1106,1321,23,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller
1107,866,23,Bound (1996),Crime|Drama|Romance|Thriller
1108,1962,23,Driving Miss Daisy (1989),Drama
1109,117529,23,Jurassic World (2015),Action|Adventure|Drama|Sci-Fi|Thriller
1110,116823,23,The Hunger Games: Mockingjay - Part 1 (2014),Adventure|Sci-Fi|Thriller
1111,1298,23,Pink Floyd: The Wall (1982),Drama|Musical
1112,3827,23,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi
1113,4161,23,"Mexican, The (2001)",Action|Comedy
1114,44022,23,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy
1115,2336,23,Elizabeth (1998),Drama
1116,3107,23,Backdraft (1991),Action|Drama
1117,2052,23,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror
1118,2428,23,"Faculty, The (1998)",Horror|Sci-Fi
1119,2496,23,Blast from the Past (1999),Comedy|Romance
1120,45672,23,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance
1121,46972,23,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX
1122,2840,23,Stigmata (1999),Drama|Thriller
1123,562,23,Welcome to the Dollhouse (1995),Comedy|Drama
1124,37741,23,Capote (2005),Crime|Drama
1125,2805,23,Mickey Blue Eyes (1999),Comedy|Romance
1126,1792,23,U.S. Marshals (1998),Action|Crime|Thriller
1127,2991,23,Live and Let Die (1973),Action|Adventure|Thriller
1128,1779,23,Sphere (1998),Sci-Fi|Thriller
1129,101,23,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
1130,7099,23,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi
1131,102903,22,Now You See Me (2013),Crime|Mystery|Thriller
1132,1586,22,G.I. Jane (1997),Action|Drama
1133,3317,22,Wonder Boys (2000),Comedy|Drama
1134,2134,22,Weird Science (1985),Comedy|Fantasy|Sci-Fi
1135,237,22,Forget Paris (1995),Comedy|Romance
1136,5283,22,National Lampoon's Van Wilder (2002),Comedy
1137,2600,22,eXistenZ (1999),Action|Sci-Fi|Thriller
1138,203,22,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
1139,468,22,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
1140,60072,22,Wanted (2008),Action|Thriller
1141,1350,22,"Omen, The (1976)",Horror|Mystery|Thriller
1142,2096,22,Sleeping Beauty (1959),Animation|Children|Musical
1143,1952,22,Midnight Cowboy (1969),Drama
1144,1958,22,Terms of Endearment (1983),Comedy|Drama
1145,6323,22,Identity (2003),Crime|Horror|Mystery|Thriller
1146,2642,22,Superman III (1983),Action|Adventure|Sci-Fi
1147,276,22,Milk Money (1994),Comedy|Romance
1148,97913,22,Wreck-It Ralph (2012),Animation|Comedy
1149,1188,22,Strictly Ballroom (1992),Comedy|Romance
1150,91630,22,Mission: Impossible - Ghost Protocol (2011),Action|Adventure|Thriller|IMAX
1151,2245,22,Working Girl (1988),Comedy|Drama|Romance
1152,3360,22,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance
1153,227,22,Drop Zone (1994),Action|Thriller
1154,54995,22,Planet Terror (2007),Action|Horror|Sci-Fi
1155,27904,22,"Scanner Darkly, A (2006)",Animation|Drama|Mystery|Sci-Fi|Thriller
1156,2707,22,Arlington Road (1999),Thriller
1157,5171,22,"Time Machine, The (2002)",Action|Adventure|Sci-Fi
1158,122922,22,Doctor Strange (2016),Action|Adventure|Sci-Fi
1159,5313,22,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller
1160,5954,22,25th Hour (2002),Crime|Drama
1161,4105,22,"Evil Dead, The (1981)",Fantasy|Horror|Thriller
1162,4069,22,"Wedding Planner, The (2001)",Comedy|Romance
1163,93840,22,"Cabin in the Woods, The (2012)",Comedy|Horror|Sci-Fi|Thriller
1164,748,22,"Arrival, The (1996)",Action|Sci-Fi|Thriller
1165,1231,22,"Right Stuff, The (1983)",Drama
1166,80489,22,"Town, The (2010)",Crime|Drama|Thriller
1167,3504,22,Network (1976),Comedy|Drama
1168,63992,22,Twilight (2008),Drama|Fantasy|Romance|Thriller
1169,5449,22,Mr. Deeds (2002),Comedy|Romance
1170,103042,22,Man of Steel (2013),Action|Adventure|Fantasy|Sci-Fi|IMAX
1171,3100,22,"River Runs Through It, A (1992)",Drama
1172,3104,22,Midnight Run (1988),Action|Comedy|Crime|Thriller
1173,3105,22,Awakenings (1990),Drama|Mystery
1174,6773,22,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation|Comedy|Fantasy
1175,2378,22,Police Academy (1984),Comedy|Crime
1176,122920,22,Captain America: Civil War (2016),Action|Sci-Fi|Thriller
1177,3263,22,White Men Can't Jump (1992),Comedy|Drama
1178,2391,22,"Simple Plan, A (1998)",Crime|Drama|Thriller
1179,3984,21,Diamonds Are Forever (1971),Action|Adventure|Thriller
1180,84954,21,"Adjustment Bureau, The (2011)",Romance|Sci-Fi|Thriller
1181,707,21,Mulholland Falls (1996),Crime|Drama|Thriller
1182,247,21,Heavenly Creatures (1994),Crime|Drama
1183,2375,21,"Money Pit, The (1986)",Comedy
1184,2376,21,"View to a Kill, A (1985)",Action|Adventure|Thriller
1185,105504,21,Captain Phillips (2013),Adventure|Drama|Thriller|IMAX
1186,106072,21,Thor: The Dark World (2013),Action|Adventure|Fantasy|IMAX
1187,1965,21,Repo Man (1984),Comedy|Sci-Fi
1188,2013,21,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
1189,95441,21,Ted (2012),Comedy|Fantasy
1190,3536,21,Keeping the Faith (2000),Comedy|Drama|Romance
1191,3070,21,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi
1192,2067,21,Doctor Zhivago (1965),Drama|Romance|War
1193,8910,21,I Heart Huckabees (2004),Comedy
1194,5225,21,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance
1195,7444,21,13 Going on 30 (2004),Comedy|Fantasy|Romance
1196,546,21,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
1197,1175,21,Delicatessen (1991),Comedy|Drama|Romance
1198,72378,21,2012 (2009),Action|Drama|Sci-Fi|Thriller
1199,2125,21,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
1200,2137,21,Charlotte's Web (1973),Animation|Children
1201,2139,21,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
1202,207,21,"Walk in the Clouds, A (1995)",Drama|Romance
1203,88810,21,"Help, The (2011)",Drama
1204,6979,21,WarGames (1983),Drama|Sci-Fi|Thriller
1205,37386,21,Aeon Flux (2005),Action|Sci-Fi
1206,383,21,Wyatt Earp (1994),Western
1207,371,21,"Paper, The (1994)",Comedy|Drama
1208,372,21,Reality Bites (1994),Comedy|Drama|Romance
1209,2720,21,Inspector Gadget (1999),Action|Adventure|Children|Comedy
1210,830,21,"First Wives Club, The (1996)",Comedy
1211,3697,21,Predator 2 (1990),Action|Sci-Fi|Thriller
1212,379,21,Timecop (1994),Action|Sci-Fi|Thriller
1213,7325,21,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller
1214,53000,21,28 Weeks Later (2007),Horror|Sci-Fi|Thriller
1215,53121,21,Shrek the Third (2007),Adventure|Animation|Children|Comedy|Fantasy
1216,41997,21,Munich (2005),Action|Crime|Drama|Thriller
1217,87306,21,Super 8 (2011),Mystery|Sci-Fi|Thriller|IMAX
1218,2989,21,For Your Eyes Only (1981),Action|Adventure|Thriller
1219,519,21,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
1220,107406,21,Snowpiercer (2013),Action|Drama|Sci-Fi
1221,86833,21,Bridesmaids (2011),Comedy
1222,1049,21,"Ghost and the Darkness, The (1996)",Action|Adventure
1223,62434,21,Zack and Miri Make a Porno (2008),Comedy|Drama|Romance
1224,55269,21,"Darjeeling Limited, The (2007)",Adventure|Comedy|Drama
1225,1091,21,Weekend at Bernie's (1989),Comedy
1226,79592,21,"Other Guys, The (2010)",Action|Comedy
1227,3354,21,Mission to Mars (2000),Sci-Fi
1228,2405,21,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
1229,262,21,"Little Princess, A (1995)",Children|Drama
1230,2010,21,Metropolis (1927),Drama|Sci-Fi
1231,4247,21,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance
1232,104211,21,We're the Millers (2013),Comedy|Crime
1233,3298,21,Boiler Room (2000),Crime|Drama|Thriller
1234,34437,21,Broken Flowers (2005),Comedy|Drama
1235,4007,20,Wall Street (1987),Drama
1236,3986,20,"6th Day, The (2000)",Action|Sci-Fi|Thriller
1237,48738,20,"Last King of Scotland, The (2006)",Drama|Thriller
1238,1688,20,Anastasia (1997),Adventure|Animation|Children|Drama|Musical
1239,1616,20,"Peacemaker, The (1997)",Action|Thriller|War
1240,55290,20,Gone Baby Gone (2007),Crime|Drama|Mystery
1241,308,20,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
1242,1033,20,"Fox and the Hound, The (1981)",Animation|Children|Drama
1243,2990,20,Licence to Kill (1989),Action|Adventure|Thriller
1244,106918,20,"Secret Life of Walter Mitty, The (2013)",Adventure|Comedy|Drama
1245,31410,20,"Downfall (Untergang, Der) (2004)",Drama|War
1246,419,20,"Beverly Hillbillies, The (1993)",Comedy
1247,2253,20,Toys (1992),Comedy|Fantasy
1248,39292,20,"Good Night, and Good Luck. (2005)",Crime|Drama
1249,63131,20,Role Models (2008),Comedy
1250,1588,20,George of the Jungle (1997),Children|Comedy
1251,5881,20,Solaris (2002),Drama|Romance|Sci-Fi
1252,6283,20,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller
1253,1292,20,Being There (1979),Comedy|Drama
1254,6888,20,Scary Movie 3 (2003),Comedy|Horror
1255,69,20,Friday (1995),Comedy
1256,18,20,Four Rooms (1995),Comedy
1257,8969,20,Bridget Jones: The Edge of Reason (2004),Comedy|Drama|Romance
1258,69526,20,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX
1259,49278,20,Déjà Vu (Deja Vu) (2006),Action|Sci-Fi|Thriller
1260,7387,20,Dawn of the Dead (1978),Action|Drama|Horror
1261,102407,20,"Great Gatsby, The (2013)",Drama
1262,2133,20,Adventures in Babysitting (1987),Adventure|Comedy
1263,4980,20,Bill & Ted's Bogus Journey (1991),Adventure|Comedy|Fantasy|Sci-Fi
1264,81229,20,Red (2010),Action|Comedy
1265,1015,20,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama
1266,930,20,Notorious (1946),Film-Noir|Romance|Thriller
1267,4958,20,Behind Enemy Lines (2001),Action|Drama|War
1268,319,20,Shallow Grave (1994),Comedy|Drama|Thriller
1269,96588,20,Pitch Perfect (2012),Comedy|Musical
1270,4448,20,"Score, The (2001)",Action|Drama
1271,4545,20,Short Circuit (1986),Comedy|Sci-Fi
1272,81564,20,Megamind (2010),Action|Animation|Children|Comedy|Sci-Fi|IMAX
1273,175,20,Kids (1995),Drama
1274,3910,20,Dancer in the Dark (2000),Drama|Musical
1275,1245,20,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
1276,7346,20,"Girl Next Door, The (2004)",Comedy|Romance
1277,1104,20,"Streetcar Named Desire, A (1951)",Drama
1278,7371,20,Dogville (2003),Drama|Mystery|Thriller
1279,88405,20,Friends with Benefits (2011),Comedy|Romance
1280,36401,20,"Brothers Grimm, The (2005)",Comedy|Fantasy|Horror|Thriller
1281,56949,20,27 Dresses (2008),Comedy|Romance
1282,27660,20,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
1283,1429,20,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller
1284,2053,20,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi
1285,101864,20,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX
1286,4623,20,Major League (1989),Comedy
1287,53464,20,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
1288,96821,20,"Perks of Being a Wallflower, The (2012)",Drama|Romance
1289,1297,20,Real Genius (1985),Comedy
1290,6297,20,Holes (2003),Adventure|Children|Comedy|Mystery
1291,122916,20,Thor: Ragnarok (2017),Action|Adventure|Sci-Fi
1292,4855,20,Dirty Harry (1971),Action|Crime|Thriller
1293,6873,20,Intolerable Cruelty (2003),Comedy|Romance
1294,4865,20,From Hell (2001),Crime|Horror|Mystery|Thriller
1295,737,20,Barb Wire (1996),Action|Sci-Fi
1296,2340,20,Meet Joe Black (1998),Romance
1297,8958,19,Ray (2004),Drama
1298,12,19,Dracula: Dead and Loving It (1995),Comedy|Horror
1299,5528,19,One Hour Photo (2002),Drama|Thriller
1300,2009,19,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
1301,32031,19,Robots (2005),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX
1302,1283,19,High Noon (1952),Drama|Western
1303,82461,19,Tron: Legacy (2010),Action|Adventure|Sci-Fi|IMAX
1304,761,19,"Phantom, The (1996)",Action|Adventure
1305,6156,19,Shanghai Knights (2003),Action|Adventure|Comedy
1306,2686,19,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery
1307,4366,19,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy
1308,112138,19,22 Jump Street (2014),Action|Comedy|Crime
1309,97752,19,Cloud Atlas (2012),Drama|Sci-Fi|IMAX
1310,1381,19,Grease 2 (1982),Comedy|Musical|Romance
1311,1224,19,Henry V (1989),Action|Drama|Romance|War
1312,4084,19,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller
1313,1556,19,Speed 2: Cruise Control (1997),Action|Romance|Thriller
1314,4873,19,Waking Life (2001),Animation|Drama|Fantasy
1315,142488,19,Spotlight (2015),Thriller
1316,5782,19,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller
1317,3328,19,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
1318,2792,19,Airplane II: The Sequel (1982),Comedy
1319,3683,19,Blood Simple (1984),Crime|Drama|Film-Noir
1320,2402,19,Rambo: First Blood Part II (1985),Action|Adventure|Thriller
1321,3593,19,Battlefield Earth (2000),Action|Sci-Fi
1322,55118,19,Eastern Promises (2007),Crime|Drama|Thriller
1323,48304,19,Apocalypto (2006),Adventure|Drama|Thriller
1324,3744,19,Shaft (2000),Action|Crime|Thriller
1325,103335,19,Despicable Me 2 (2013),Animation|Children|Comedy|IMAX
1326,3893,19,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller
1327,1693,19,Amistad (1997),Drama|Mystery
1328,103249,19,World War Z (2013),Action|Drama|Horror|IMAX
1329,481,19,Kalifornia (1993),Drama|Thriller
1330,89864,19,50/50 (2011),Comedy|Drama
1331,3861,19,"Replacements, The (2000)",Comedy
1332,2083,19,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
1333,2881,19,Double Jeopardy (1999),Action|Crime|Drama|Thriller
1334,3157,19,Stuart Little (1999),Children|Comedy|Fantasy
1335,800,19,Lone Star (1996),Drama|Mystery|Western
1336,5308,19,Three Men and a Baby (1987),Comedy
1337,765,19,Jack (1996),Comedy|Drama
1338,1100,19,Days of Thunder (1990),Action|Drama|Romance
1339,6383,19,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",Action|Crime|Thriller
1340,5957,19,Two Weeks Notice (2002),Comedy|Romance
1341,338,19,Virtuosity (1995),Action|Sci-Fi|Thriller
1342,31878,19,Kung Fu Hustle (Gong fu) (2004),Action|Comedy
1343,27611,19,Battlestar Galactica (2003),Drama|Sci-Fi|War
1344,5944,19,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller
1345,2567,19,EDtv (1999),Comedy
1346,3083,19,All About My Mother (Todo sobre mi madre) (1999),Drama
1347,27831,19,Layer Cake (2004),Crime|Drama|Thriller
1348,5943,19,Maid in Manhattan (2002),Comedy|Romance
1349,2863,19,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical
1350,1441,19,Benny & Joon (1993),Comedy|Romance
1351,57640,18,Hellboy II: The Golden Army (2008),Action|Adventure|Fantasy|Sci-Fi
1352,83134,18,Tucker & Dale vs Evil (2010),Comedy|Horror
1353,34072,18,"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary
1354,2338,18,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
1355,58803,18,21 (2008),Crime|Drama|Romance|Thriller
1356,533,18,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
1357,108190,18,Divergent (2014),Adventure|Romance|Sci-Fi|IMAX
1358,428,18,"Bronx Tale, A (1993)",Drama
1359,516,18,Renaissance Man (1994),Comedy|Drama
1360,6620,18,American Splendor (2003),Comedy|Drama
1361,63859,18,Bolt (2008),Action|Adventure|Animation|Children|Comedy
1362,514,18,"Ref, The (1994)",Comedy
1363,954,18,Mr. Smith Goes to Washington (1939),Drama
1364,2973,18,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
1365,540,18,Sliver (1993),Thriller
1366,955,18,Bringing Up Baby (1938),Comedy|Romance
1367,2413,18,Clue (1985),Comedy|Crime|Mystery|Thriller
1368,5463,18,Reign of Fire (2002),Action|Adventure|Fantasy
1369,2841,18,Stir of Echoes (1999),Horror|Mystery|Thriller
1370,1687,18,"Jackal, The (1997)",Action|Thriller
1371,91535,18,"Bourne Legacy, The (2012)",Action|Adventure|Drama|Thriller|IMAX
1372,58025,18,Jumper (2008),Action|Adventure|Drama|Sci-Fi|Thriller
1373,94777,18,Men in Black III (M.III.B.) (M.I.B.³) (2012),Action|Comedy|Sci-Fi|IMAX
1374,249,18,Immortal Beloved (1994),Drama|Romance
1375,128360,18,The Hateful Eight (2015),Western
1376,47997,18,Idiocracy (2006),Adventure|Comedy|Sci-Fi|Thriller
1377,3173,18,Any Given Sunday (1999),Drama
1378,6565,18,Seabiscuit (2003),Drama
1379,4621,18,Look Who's Talking (1989),Comedy|Romance
1380,2467,18,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
1381,4639,18,America's Sweethearts (2001),Comedy|Romance
1382,56171,18,"Golden Compass, The (2007)",Adventure|Children|Fantasy
1383,8865,18,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi
1384,103341,18,"World's End, The (2013)",Action|Comedy|Sci-Fi
1385,194,18,Smoke (1995),Comedy|Drama
1386,90866,18,Hugo (2011),Children|Drama|Mystery
1387,115569,18,Nightcrawler (2014),Crime|Drama|Thriller
1388,5015,18,Monster's Ball (2001),Drama|Romance
1389,2530,18,Beneath the Planet of the Apes (1970),Action|Sci-Fi
1390,138036,18,The Man from U.N.C.L.E. (2015),Action|Adventure|Comedy
1391,3639,18,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller
1392,3635,18,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller
1393,928,18,Rebecca (1940),Drama|Mystery|Romance|Thriller
1394,2505,18,8MM (1999),Drama|Mystery|Thriller
1395,3452,18,Romeo Must Die (2000),Action|Crime|Romance|Thriller
1396,5152,18,We Were Soldiers (2002),Action|Drama|War
1397,5151,18,40 Days and 40 Nights (2002),Comedy|Romance
1398,72226,18,Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime
1399,6796,18,Boyz N the Hood (1991),Crime|Drama
1400,3468,18,"Hustler, The (1961)",Drama
1401,2141,18,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
1402,4728,18,Rat Race (2001),Comedy
1403,2088,18,Popeye (1980),Adventure|Comedy|Musical
1404,1920,18,Small Soldiers (1998),Animation|Children|Fantasy|War
1405,5291,18,Rashomon (Rashômon) (1950),Crime|Drama|Mystery
1406,1359,18,Jingle All the Way (1996),Children|Comedy
1407,81562,18,127 Hours (2010),Adventure|Drama|Thriller
1408,1209,18,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
1409,2527,18,Westworld (1973),Action|Sci-Fi|Thriller|Western
1410,118696,18,The Hobbit: The Battle of the Five Armies (2014),Adventure|Fantasy
1411,176371,18,Blade Runner 2049 (2017),Sci-Fi
1412,14,18,Nixon (1995),Drama
1413,68791,18,Terminator Salvation (2009),Action|Adventure|Sci-Fi|Thriller
1414,2110,18,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
1415,1237,18,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
1416,3479,18,Ladyhawke (1985),Adventure|Fantasy|Romance
1417,3508,18,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western
1418,3267,18,"Mariachi, El (1992)",Action|Crime|Thriller|Western
1419,3271,17,Of Mice and Men (1992),Drama
1420,6879,17,Runaway Jury (2003),Drama|Thriller
1421,234,17,Exit to Eden (1994),Comedy
1422,94677,17,"Dictator, The (2012)",Comedy
1423,1248,17,Touch of Evil (1958),Crime|Film-Noir|Thriller
1424,84944,17,Rango (2011),Action|Adventure|Animation|Children|Comedy|Western
1425,2313,17,"Elephant Man, The (1980)",Drama
1426,33162,17,Kingdom of Heaven (2005),Action|Drama|Romance|War
1427,79,17,"Juror, The (1996)",Drama|Thriller
1428,117176,17,The Theory of Everything (2014),Drama|Romance
1429,50068,17,Letters from Iwo Jima (2006),Drama|War
1430,68554,17,Angels & Demons (2009),Crime|Drama|Mystery|Thriller
1431,4238,17,Along Came a Spider (2001),Action|Crime|Mystery|Thriller
1432,181,17,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
